Product,Price,Amount,Serving Size,Calories,Ingredients,Allergens
COOKIE MEX VAN CHOC CHIP,$5.09,4.5 oz,5 cookies (30 g),150,"Grain Free Flour Blend (Almond Flour, Tapioca Flour, Arrowroot Flour, Cassava Flour, Chickpea Flour), Coconut Oil, Chocolate Chips (Cane Sugar, Unsweetened Chocolate, Cocoa Butter, Natural Vanilla Extract), Coconut Sugar, Cane Sugar, Avocado Oil, Apple Cider Vinegar, Sea Salt, Mexican Vanilla Extract, Baking Soda, Jasmine Tea Extract.",Tree Nuts
4.5OZ FRESAS CON CREMA COOKIE (CASE OF 10),$5.09,4 servings per container,5 cookies (30 g),140,"Grain Free Flour Blend (Almond Flour, Tapioca Flour, Arrowroot Flour, Cassava Flour, Chickpea Flour), Coconut Oil, Powdered Sugar, Coconut Sugar, Cane Sugar, Strawberry Powder, Avocado Oil, Coconut Milk Powder (Coconut Milk, Tapioca Maltodextrin, and Acacia Gum), Sea Salt, Apple Cider Vinegar, Baking Soda, Jasmine Tea Extract, Pecan Pieces.",Tree Nuts
Annies Organic Birthday Cake Bunny Grahams Baked Snacks - 7.5oz,$5.19,7 servings per container,27 cookies (30 g),140,"Best  Organic Enriched Wheat Flour (Organic Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Organic Cane Sugar, Organic Expeller-pressed Sunflower Oil, Organic Invert Cane Syrup, Organic Corn Flour, Organic Whole Wheat Flour (Graham Flour), Organic Rice Flour, Calcium Carbonate, Organic Potato Starch, Sodium Bicarbonate, Sea Salt, Color (Organic Turmeric, Organic Annatto, Carrot Juice, Blueberry Juice, Red Cabbage Juice, Red Radish Juice), Natural Flavor, Citric Acid, Mixed Tocopherols (Vitamin E) To Protect Flavor.",Wheat
Crisp Butterscotch Cookie,$4.99,3.5 oz,3 cookies (30 g),150," Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Butterscotch Chips [Sugar, Palm Kernel and Palm Oils, Whey, Nonfat Milk, Natural Flavor, Color (Spirulina Extract, Vegetable Beet Juice, Annatto Extract), Sunflower Lecithin, Vanilla], Butter, Brown Sugar, Sugar, Egg, Natural Flavor, Salt, Baking Soda.","Eggs, Milk and Dairy, Wheat"
THE COMPLETE CRUNCHY COOKIES DOUBLE CHOCOLATE,$3.99,4.25 oz,6 cookies (35 g),160," Protein Blend (Vital Wheat Gluten Pea Protein), Cane Sugar, Chicory Root Fiber ' Palm Fruit Oil, Enriched Wheat Flour (Wheat ' Flour, Niacin, Reduced Iron, Thiamine Mononitrate Riboflavin, Folic Acid), Semi-sweet Chocolate ' Chips (Unsweetened Chocolate, Sugar, Cocoa Butter, Dextrose, Natural Vanilla Extract), Sunflower Oil, Cocoa (Processed With Alkali), Natural Flavor, Salt, Baking Soda.",Wheat
Annie's Bunny Grahams - Honey,$5.19,7.5 oz,31 cookies (30 g),130,"best ingredients: organic wheat flour, organic cane sugar, organic expeller-pressed sunflower oil, organic honey, organic corn flour, organic hwole wheat flour (graham flour), calcium carbonate, organic natural flavor, baking sodia, sea salt, mixed tocopherols (vitamin e) to protect flavor.",Wheat
Chocolate Chip Do Bites,$6.99,6 servings per container,1 piece (21 g),100,"chocolate (unsweetened chocolate, sugar, cocoa butter), brown sugar, white rice flour, vegan butter [vegetable oil blend (palm fruit, canola and olive oils), water, salt, contains less than 2% of natural flavor, sunflower lecithin, lactic acid (to preserve freshness), and annatto extract (color)], sugar, tapioca flour, potato starch, water, egg replacer [potato starch, tapioca flour, leavening (calcium lactate, calcium carbonate, cream of tartar), cellulose gum, modified cellulose], natural flavor, guar gum, salt, xanthan gum, sodium alginate.",Unknown
- Dark Chocolate Filled Wafers,$6.99,8.82 oz,8 cookies (29 g),150," Wheat Flour, Coconut Oil, Glucose Syrup, Sugar, Cocoa Processed With Alkali, Bittersweet Chocolate (Chocolate Liquor, Sugar), Soy Flour, Whey Powder (Milk), Nonfat Dry Milk, Barley Malt Extract, Hazelnuts, Leavening (Sodium Hydrogen Carbonate, Disodium Diphosphate), Salt, Soy Lecithin, Concentrated Apple Juice, Spices, Natural Vanilla Pods.","Milk and Dairy, Tree Nuts, Wheat, Soy"
Siete Grain Free Mexican Shortbread Cookies,$5.09,4.5 oz,5 cookies (30 g),150,"Grain Free Flour Blend (Almond Flour, Tapioca Flour, Arrowroot Flour, Cassava Flour, Chickpea Flour), Coconut Sugar, Coconut Oil, Avocado Oil, Apple Cider Vinegar, Sea Salt, Cinnamon, Baking Soda, Orange Peel Powder, Vanilla Extract, Jasmine Tea Extract.",Tree Nuts
- Mexican Wedding Cookies,$5.09,4.5 oz,5 cookies (30 g),150,"Grain Free Flour Blend (Almond Flour, Tapioca Flour, Arrowroot Flour, Cassava Flour, Chickpea Flour), Coconut Sugar, Coconut Oil, Powdered Sugar (Sugar, Tapioca Flour), Pecan Pieces, Avocado Oil, Apple Cider Vinegar, Sea Salt, Baking Soda, Cinnamon, Orange Peel Powder, Vanilla Extract, Jasmine Tea Extract.",Tree Nuts
Almondmilk Chocolate Pudding,$5.99,14 oz,Unknown,Unknown,Unknown,Unknown
Snicker Doodle Do Bites,$6.99,4.7 oz,1 piece (22 g),100,"Sugar, Chocolate (Sugar, Natural Chocolate Liquor (Non-alcoholic), Non-dairy Cocoa Butter), White Rice Flour, Vegan Butter (Vegetable Oil Blend (Palm Fruit, Canola and Olive Oils), Water, Salt, Contains Less Than 2% of Natural Flavor, Sunflower Lecithin, Lactic Acid (To Preserve Freshness), Annatto Extract (Color)), Tapioca Flour, Filtered Water, Potato Starch, Egg Replacer (Potato Starch, Tapioca Flour, Leavening (Calcium Lactate, Calcium Carbonate, Cream of Tartar), Cellulose Gum, Modified Cellulose), Cinnamon, Salt, Natural Flavors, Guar Gum, PGPR, Xanthan Gum, Sodium Alginate",Unknown
Coconut Chocolate Pudding,$5.99,9 oz,1 jar (128 g),170,"water, oranic coconut cream, organi cane sugar, organic corn starch, organic cocoa (processed with alkali), organic locust bean gum, sea salt.",Tree Nuts
Coconut Vanilla Pudding,$5.99,9 oz,1 jar (128 g),150," Water, Organic Coconut Cream, Organic Cane Sugar, Organic Corn Starch, Organic Vanilla Flavor With Other Natural Flavors, Organic Locust Bean Gum, Sea Salt.",Tree Nuts
Milk Chocolate with Caramel Cookie Bars,$2.69,Unknown,1 package (50 g),240," Milk Chocolate (Fair Trade Certified Tm Sugar, Fair Trade Certified Cocoa Butter, Nonfat Dry Milk, Fair Trade Certified Tm Unsweetened Chocolate, Whey Milk Powder, Butterfat, Sunflower Lecithin, Vanilla Extract), Crunchy Biscuit (Wheat Flour, Fair Trade Certified Tm Sugar, Palm Oil*, Salt, Raising Agent: Sodium Hydrogen Carbonate), Glucose Syrup, Palm Oil*, Fair Trade Certified Tm Sugar, Butterfat, Nonfat Dry Milk, Whey Milk Powder, Fair Trade Certified Tm Cocoa Powder, Salt, Sunflower Lecithin, Vanilla Extract.","Milk and Dairy, Wheat"
Chocolate Chip Cookies,$6.69,7 oz,2 cookies (28 g),140," Unbleached Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour), Semi-sweet Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin [An Emulsifier], Natural Flavors), Butter, Sugar, Brown Sugar, Eggs, Salt, Baking Soda, Natural Flavor.","Milk and Dairy, Eggs, Wheat, Soy"
Pure Butter Shortbread Rounds,$5.29,5.3 oz,2 pieces (33 g),180," Wheat Flour, Butter, Sugar, Salt","Milk and Dairy, Wheat"
Pure Butter Shortbread,$5.29,5.3 oz,1 piece (19 g),100," Wheat Flour, Butter, Sugar, Salt.","Milk and Dairy, Wheat"
Chocolate Chip Soft Baked Cookies,$4.29,Unknown,Unknown,Unknown,Unknown,Unknown
KEY LIME PIE CUPS 2CT,$3.29,1 servings per container,1 package (43 g),210,"organic shredded coconut, organic blue agave, organic virgin coconut oil, organic coconut sugar, blanched almonds, cashews, lime juice (water, lime juice concentrate and lime oil), organic coconut flour, filtered water, less than 2% salt and organic natural flavor.",Tree Nuts
TART MEYER LEMON 2CT,$3.29,1 servings per container,1 package (43 g),210," Organic Shredded Coconut, Organic Blue Agave, Organic Coconut Sugar, Organic Virgin Coconut Oil, Blanched Almonds, Cashews, Organic Coconut Flour, Lemon Juice, Filtered Water, Meyer Lemon Concentrate (Filtered Water, Meyer Lemon Juice Concentrate, Natural Lemon Flavor), Less Than 2% Organic Natural Flavor, Orange Juice, Sea Salt.",Tree Nuts
Lemon Cookies,$6.69,7 oz,2 cookies (29 g),150," Rice Flour, Sugar, Butter, Liquid Egg White, Natural Flavor, Milk, Lemon Oil, Baking Powder, Xanthan Gum, Salt.","Milk and Dairy, Eggs"
Cocoa Truffle Bar,$5.39,3 servings per container,24 g (24 g),123," Organic Raw Honey, Organic Unrefined Coconut Oil, Organic Alkalized Cocoa Powder, Organic Coconut, Organic Pecans, Vanilla Extract, Himalayan Pink Salt.",Tree Nuts
Lemon Blueberry Blonde Truffle Bar,$5.39,2.5 oz,0.333 bar (24 g),128,"organic raw honey, organic roasted coconut, organic unrefined coconut oil, blueberries, organic coconut flour, himalayan pink salt, vanilla extract, lemon oil.",Tree Nuts
REFRIGERATED COCOA TRUFFLE BAR,$5.39,2.5 oz,0.333 car (26 g),130," Organic Roasted Peanuts, Organic Raw Honey, Organic Unrefined Coconut Oil, Organic Alkalized Cocoa Powder, Organic Coconut Flour, Cocoa Butter, Vanilla Extract, Himalayan Pink Salt.","Peanuts, Tree Nuts"
Organic Soft Baked Mini Snickerdoodle Cookies,$4.29,5 servings per container,1 pouch (24 g),110,"gluten free flour blend* (oat flour*, tapioca starch*, ground chia seeds*), invert cane syrup*, palm fruit oil*†, sunflower oil*, vegetable glycerin*, baking powder, cinnamon*, vegetable extracts (spinach, broccoli, carrots, tomatoes, beets, shiitake mushrooms), sea salt, natural flavor*.",Unknown
COOKIE TINY CHOCO CHIP,$6.49,5.5 oz,17 cookies (29 g),150," Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour), Butter, Semi-sweet Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Milk Fat, Soy Lecithin [An Emulsifier], Natural Flavors), Sugar, Brown Sugar, Eggs, Salt, Baking Soda, Natural Flavor.","Milk and Dairy, Eggs, Wheat, Soy"
Pumpkin Blondies,$6.49,Unknown,Unknown,Unknown,Unknown,Unknown
Crunchy Chocolate Chip Cookies,$6.29,5.5 oz,3 cookies (31 g),140,"gluten free flour blend (organic light buckwheat flour, gluten free oat flour, cassava flour, tapioca flour), organic fair trade cane sugar, non gmo sunflower oil, semi-sweet chocolate chips (cane sugar, unsweetened chocolate, cocoa butter), gluten free oats, water, tapioca starch, tapioca fiber syrup, vanilla extract, sea salt, baking soda, caramelized cane sugar, rosemary extract.",Unknown
Tate's Cookies - Oatmeal Raisin,$6.69,7 oz,2 cookies (28 g),130," Butter, Unbleached Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour), Oats, Brown Cane Sugar, Cane Sugar, Raisins, Eggs, Milk, Salt, Baking Soda, Natural Vanilla Flavor, and Cinnamon.","Milk and Dairy, Eggs, Wheat"
Crunchy Chocolate Chip Cookies - 5.5oz,$4.19,5 servings per container,4 cookies (29 g),150," Nut & Seed Flour Blend (Almonds, Organic Coconut, Flaxseeds) Tapioca Starch Chocolate Chips (Cane Sugar, Unsweetened Chocolate, Cocoa Butter) Organic Coconut Sugar Organic Coconut Oil Arrowroot Vanilla Extract Sea Salt Baking Soda Cream of Tartar Rosemary Extract (For Freshness)",Tree Nuts
Golden Creme Cookies,$3.55,9.6 oz,2 cookies (26 g),130," Wheat Flour, Cane Sugar, Safflower Oil, Palm Oil, Contains 2% Or Less Of Brown Rice Syrup, Sea Salt, Soy Lecithin, Baking Soda, Natural Flavor.","Wheat, Soy"
Organic Peanut Butter Coconut Cookie,$6.49,6 oz,1 cookie (19 g),110," Organic Coconut, Organic Agave Syrup, Organic Peanut Butter Chips (Organic Peanut Flour, Organic Coconut Sugar, Organic Cocoa Butter, Salt), Organic Peanuts, Organic Peanut Butter, Organic Peanut Flour, Organic Vanilla Extract (Water, Organic Alcohol (35%), Organic Vanilla Bean Extractives), Himalayan Salt","Peanuts, Tree Nuts"
Peanut Butter Soft Baked Cookies,$5.47,5.5 oz,3 cookies (39 g),190,"Concentrated Apple Juice, Tiger Nut Flour, Almond Protein Powder, Peanuts, Water, Almond Flour, Peanut Butter, Agave Inulin Fiber, Hazelnut Meal, Almond Butter, Baking Powder (Aluminum Free), Coconut Oil, Apple Cider Vinegar, Chia Seed, Flaxseed, Natural Vanilla Flavor, Sunflower Lecithin, Salt, Citrus Root Fiber, Green Tea Extract","Peanuts, Tree Nuts"
Creamy Peanut Butter Sandwich Cookies,$5.19,6.7 oz,Unknown,Unknown,Unknown,Unknown
Peanut Butter Sandwich Crème Cookie,$3.45,9.6 oz,2 cookies (26 g),120," Cane Sugar, Unbleached Wheat Flour, Peanut Butter (Peanuts, Salt), Whole Grain Rolled Oats, Safflower Oil, Palm Oil, Peanut Flour, Leavening (Baking Soda, Monocalcium Phosphate Monohydrate), Sea Salt, Soy Lecithin, Natural Flavor","Peanuts, Wheat, Soy"
- Walnut Chocolate Chip Cookies,$6.69,7 oz,2 cookies (28 g),150," Semi-sweet Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Milk Fat, Soy Lecithin [An Emulsifier], Vanilla, Natural Flavor), Unbleached Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour), Butter, Cane Sugar, Brown Cane Sugar, Walnuts, Eggs, Baking Soda, Salt, and Natural Vanilla Flavor","Milk and Dairy, Eggs, Tree Nuts, Wheat, Soy"
Cocoa Cashew Crème Sandwich Cookies,$5.19,8 servings per container,2 cookie (24 gram),120,"Cashews (Cashew Flour, Cashew Butter), Organic Coconut Sugar, Organic Palm Shortening*, Tapioca Starch, Organic Buckwheat Flour, Alkalized Cocoa Powder, Carrot Fiber, Arrowroot, Organic Apple Cider Vinegar, Sea Salt, Baking Soda, Vanilla Extract, Rosemary Extract (For Freshness)",Tree Nuts
Pumpkin Spice,$4.37,12 servings per container,1 cookie (23 g),100,Unknown,Unknown
Halloween Chocolate Chip Oat Bites,$5.87,13 oz,1 oat bite (37 g),150," Whole Grain Rolled Oats, Brown Rice Syrup, Coconut Oil, Cane Sugar, Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Vanilla Extract), Vegetable Glycerin, Sea Salt, Xanthan Gum, Natural Vanilla Flavor, Vitamin E (For Freshness).",Tree Nuts
Chocolate Chunk Cookie,$3.45,9.5 oz,2 cookies (26 g),120," Unbleached Wheat Flour, Semi-sweet Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter, Dextrose, Soy Lecithin, Vanilla Extract), Cane Sugar, Safflower Oil, Leavening (Baking Soda, Ammonium Bicarbonate), Brown Rice Syrup, Sea Salt","Wheat, Soy"
Fudge Mint Cookie,$4.15,6.4 oz,4 cookies (31 g),140," Fudge Coating (Cane Sugar, Palm Kernel Oil, Cocoa Powder (Processed With Alkali), Sunflower Lecithin, Salt), Unbleached Wheat Flour, Cane Sugar, Palm Oil, Cocoa Powder (Processed With Alkali), Leavening (Baking Soda, Ammonium Bicarbonate), Sea Salt, Soy Lecithin, Peppermint Oil","Wheat, Soy"
Fudge Striped Cookies,$4.15,8.5 oz,3 cookies (31 g),150," Unbleached Wheat Flour, Fudge Coating (Cane Sugar, Palm Kernel Oil, Cocoa Powder (Processed With Alkali), Sunflower Lecithin, Salt), Cane Sugar, Palm Oil, Sea Salt, Leavening (Baking Soda, Ammonium Bicarbonate), Soy Lecithin, Natural Flavor","Wheat, Soy"
Coconut Crisp Cookies,$6.69,7 oz,2 cookies (28 g),160," Butter, Unbleached Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour), Sugar, Coconut, Brown Sugar, Egg Whites, Milk, Coconut Extract, Salt.","Milk and Dairy, Eggs, Tree Nuts, Wheat"
- Gluten Free Chocolate Chip Cookies,$6.69,7 oz,2 cookies (28 g),140," Rice Flour, Semi-sweet Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin [An Emulsifier], Natural Flavors), Butter, Brown Sugar, Sugar, Eggs, Natural Flavor, Baking Soda, Salt, Xanthan Gum.","Milk and Dairy, Eggs, Soy"
Double Classic Crème,$3.45,10.7 oz,2 cookies (34 g),170," Cane Sugar, Unbleached Wheat Flour, Palm Oil, Safflower Oil, Cocoa Powder (Processed With Alkali), Brown Rice Syrup, Baking Soda, Soy Lecithin, Ammonium Bicarbonate, Natural Flavor","Soy, Wheat"
Banana Chocolate Chip Soft Baked Cookies,$5.47,5.5 oz,Unknown,Unknown,Unknown,Unknown
No Tricks Cookies,$8.99,8 oz,1 cookie (29 g),130," Enriched Wheat Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cane Sugar, Buitter (Cream, Salt), Powdered Cane Sugar (Zane Sugar, Non-GMO Corn Starch), Cage Free Eggs (Eggs, Citric Acid), Water, Natural Vanilla Extract (Water, Alcohol, Cane Sugar, Extractives from Whole Madagascar Vanilla Beans)., Contains Less Then 0.5% of: Water, Cage Free Egg Whites, Red Beet Juice, Red Cabbage Extract, Red Radish, Turmeric, Beta Carotene, Sodium Bicarbonate, Glycerin, Ethyl Alcohol, Citric Acid","Eggs, Milk and Dairy, Wheat"
Crunchy Double Chocolate Cookies,$4.19,5.5 oz,4 cookies (29 g),150," Nut & Seed Flour Blend (Almonds, Flaxseed) Chocolate Chips (Cane Sugar, Unsweetened Chocolate, Cocoa Butter) Tapioca Starch Organic Coconut Sugar Organic Palm Shortening* Arrowroot Dutch Cocoa Powder Baking Soda Sea Salt Cream of Tartar Vanilla Extract Rosemary Extract (For Freshness)",Tree Nuts
Classic Sandwich Crème Cookie,$3.45,12 oz,2 cookies (26 g),130," Cane Sugar, Unbleached Wheat Flour, Palm Oil, Safflower Oil, Cocoa Powder (Processed With Alkali), Brown Rice Syrup, Sea Salt, Baking Soda, Soy Lecithin, Ammonium Bicarbonate, Natural Flavor","Wheat, Soy"
Shortbread Cookie Squares - Chocolate and toasted hazelnuts,$5.99,4.4 oz,3 cookies (25 g),130,"Unbleached Wheat Flour, Chocolate and Hazelnut Filling [Sugar, Vegetable Fats (Palm Kernel*, Copra, Palm*), Chocolate Powder (Sugar, Cocoa Powder), Hazelnut Paste, Skimmed Milk Powder, Whey Powder, Soy Lecithin, Natural Flavors], Butter, Brown Cane Sugar, Ground Hazelnuts, Sea Salt., *Contributes To the Production Of Certified Sustainable Palm Oil","Milk and Dairy, Tree Nuts, Wheat, Soy"
Shortbread Cookie Squares - Milk Chocolate And Melty Caramel,$5.99,5 oz,3 cookies (28 g),140," Unbleached Wheat Flour, Inert Sugar Syrup, Butter, Brown Cane Sugar, Milk Chocolate (Sugar, Concentrated Butter, Chocolate Liquor, Low Fat Cocoa Butter), Sugar, Sweetened Condensed Milk, Cocoa Butter, Sunflower Oil, Dry Whole Milk, Sea Salt, Natural Flavors, Aromatic Caramel (Sugar, Water), Soy Lecithin, Salt, Pectin.","Milk and Dairy, Wheat, Soy"
COOKIE SNICKERDOODLE,$6.69,7 oz,2 cookies (28 g),140," Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour), Butter, Sugar, Brown Sugar, Egg Whites, Natural Flavor, Milk, Cinnamon, Baking Powder (Corn Starch, Baking Soda, Calcium Phosphate), Salt, Cream Of Tartar.","Milk and Dairy, Eggs, Wheat"
Crunchy Avengers Superhero Sprinkle Mini Cookies,$7.79,0.67 oz,1 snack pack (19 g),80," Gluten Free Flour Blend (Organic Light Buckwheat Flour, Gluten Free Oat Flour, Cassava Flour, Tapioca Flour), Organic Cane Sugar, Non GMO Sunflower Oil, Gluten from Oats, Water, Sprinkles (Sugar, Potato Starch, Maltodextrin, Rice Branoil, Lemon Juice, Natural Colors [Paprika Extract, Spirulina Extract], Purple Sweet Potato, Red Radish, Carnauba Wax), Tapioca Starch, Sea Salt, Tapioca Fiber Syrup, Baking Soda, Vanilla Extract, Rosemary Extract.",Unknown
Soft Baked Lemon Cookies,$6.29,5.5 oz,3 cookies (31 g),140,"gluten free flour blend (organic light buckwheat flour, gluten free oat flour, cassava flour, tapioca flour), organic fair trade cane sugar, non gmo sunflower oil, water, tapioca syrup, tapioca starch, fructose, organic lemon juice powder (organic rice syrup, organic lemon juice), tapioca fiber syrup, sea salt, baking soda, organic pure lemon extract, rosemary extract.",Unknown
S'mores Sandwich Cookies,$5.54,10.6 oz,2 cookies (25 g),110,"cane sugar, gluten free whole grain oat flour, rice flour, palm oil, high oleic sunflower oil, tapioca starch, invert sugar, contains less than 2% of each of the following: cocoa (processed with alkali), soy lecithin, corn starch, inulin, baking soda, xanthan gum, salt, organic cinnamon, natural flavor, organic maltodextrin, tricalcium phosphate, ammonium bicarbonate.",Soy
CHOCOLATE COCONUT CRUNCH'EMS,$7.78,3.5 oz,6 pieces (30 g),140," *Coconut Chips (*Coconut, *Coconut Sugar, Salt), *Chocolate Chips (*Coconut Sugar, *Chocolate Liquor, *Cocoa Butter), *Tapioca Starch, *Cocoa Powder, *Monk Fruit.",Tree Nuts
ORIGINAL COCONUT CRUNCH'EMS,$7.78,3.5 oz,6 pieces (30 g),140," *Coconut Chips (*Coconut, *Coconut Sugar, Salt), *Tapioca Starch.",Tree Nuts
Gluten Free Birthday Cake Creme Cookies - 10.6oz,$5.54,12 servings per container,2 cookies (25 g),120,Unknown,Unknown
"2 Organic Traditional 9"" Pie Shells",$6.89,14 oz,0.125 crust (25 g),120,"Organic Wheat Flour, Organic Palm Oil*, Water, Organic Cane Sugar, Sea Salt",Wheat
