Product,Price,Amount,Serving Size,Calories,Ingredients,Allergens
Pop And Bottle - Matcha Green Tea Almond Latte,$3.59,11 fl oz,11 oz (325 ml),150," Almond Milk* (Water, Almonds*), Dates*, Green Tea* (Water, Green, Tea Leaves*), Matcha*, Vanilla Extract*, Spirulina*, Himalayan Pink Salt.",Tree Nuts
Pure Coconut Water,$5.49,33.8 fl oz,8 fl oz (240 ml),45,"coconut water, less than 1% sugar, vitamin c (ascorbic acid).",Tree Nuts
The Original Coconut Water,$3.29,2 servings per container,8 fl oz (240 ml),90," Coconut Water, Less Than 1% Sugar, Ascorbic Acid (Vitamin C).",Tree Nuts
Pressed Coconut Water,$3.29,2 servings per container,8 fl oz (240 ml),120," Coconut Water from Concentrate (Water, Coconut Water Concentrate), Coconut Puree, Less Than 1% Sugar, Ascorbic Acid (Vitamin C), Gellan Gum*.",Unknown
Organic Half Tea & Half Lemonade,$2.69,16 fl oz,1 bottle,90," Organic Brewed Tea (Filtered Water, Fair Trade Certified™ Organic Black Tea), Fair Trade Certified™ Organic Agave Syrup, Organic Lemon Juice Concentrate, Organic Natural Flavor, Organic Citric Acid, Ascorbic Acid (To Protect Taste).",Unknown
Milk Thistle Seed Tea,$7.99,2.11 oz,Unknown,Unknown,Organic Milk Thistle Seed (Silybum Marianum),Unknown
RYL TEA 16OZ - BLACK LEMON,$2.29,Unknown,1 can,0,"tea (water, tea), tea extract, natural flavors, ryl™ sweetener (monk fruit extract, stevia leaf extract), amino acid (l-theanine), ascorbic acid, citric acid",Unknown
RYL TEA 16OZ - GREEN ORIGINAL,$2.29,Unknown,1 can,0,"tea (water, tea), tea extract, natural flavors, ryl™ sweetener (monk fruit extract, stevia leaf extract), amino acid (l-theanine), ascorbic acid, citric acid",Unknown
Coconut Water With Pressed Coconut - 33.8 Fl Oz Carton,$5.49,4 servings per container,8 fl oz (240 ml),60,"coconut water, coconut puree, less than 1% sugar, vitamin c (ascorbic acid), gellan gum*.",Tree Nuts
Cacao Almond Latte,$3.59,11 fl oz,11 fl oz (325 ml),140,"Almond Milk* (Water, Almonds*), Dates*, Cacao Powder*, Pink Himalayan Salt",Tree Nuts
Golden Chai Tea Almond Latte,$3.59,11 fl oz,11 oz,140," Almond Milk* (Water, Almonds*), Dates*, Black Tea*, Spice Extracts* (Cinnamon*, Ginger*, Cardamom*, Nutmeg*, Clove*, Pepper*), Vanilla Extract*, Himalayan Pink Salt, Turmeric*, Monkfruit*.",Tree Nuts
Peet's Coffee French Roast Dark Roast Coffee K-Cup Pods,$33.49,13.5 oz,Unknown,Unknown, 100% Arabica Coffee,Unknown
French Roast Ground Coffee,$12.99,10.5 oz,Unknown,Unknown,Coffee,Unknown
Peet's Coffee Major Dickason's Blend Dark Roast Coffee K-Cup Pods,$33.49,0.44 oz,Unknown,Unknown, 100% Arabica Coffee,Unknown
Sensible Slippers Grape Juice,$6.99,32 fl oz,8 fl oz (240 ml),100," Filtered Water (Sufficient To Reconstitute); Organic White Grape, Organic Apple, Organic Zucchini, Organic Concord Grape and Organic Lemon Juice Concentrates; Organic Natural Flavor.",Unknown
Pomelo sparkling water (can),$2.49,12 fl oz,12 fl oz (355 ml),10,"carbonated water, pomelo juice, orange juice, lemon juice, hibiscus extract.",Unknown
Coconut Cold Brew Coffee,$4.49,7.5 fl oz,1 can,80," Cold Brew Coffee (Water, Robusta Coffee Beans), Coconut Milk (Coconut Concentrate, Water), Organic Sugar, Gum Acacia, Calcium Carbonate, Natural Flavor, Gellan Gum.",Tree Nuts
Sunday Brunch,$15.99,0.85 oz,Unknown,Unknown," Organic Green Tea*, Organic Elderflowers, Organic Lemon Peels, Organic Bucco Leaves, Organic Chamomile Flowers, Organic Lavender Blossoms, Natural Vanilla Flavor, Natural Lemon Flavor, Organic Rose Petals, Organic Marigold Flowers, Organic Sunflower Blossoms, Natural Peach Flavor, Organic Lime Blossoms, Natural Eucalyptus-menthol Flavor.",Unknown
Still Rainwater 16oz Can 12 PK,$13.79,Unknown,Unknown,Unknown,Rainwater,Unknown
Organic Moroccan Nana Mint Herbal Tea,$9.49,1.6 oz,Unknown,Unknown,organic nana mint,Unknown
- Concord Grape Sparkling,$3.49,12 fl oz,1 can (355 ml),30," Carbonated Water, Organic Concord Grape Juice Concentrate, Organic Hibiscus Flower",Unknown
FRUIT JUICE ORGANIC ORANGE MANGO,$4.99,32 fl oz,Unknown,Unknown,"filtered water (sufficient to reconstitute), organic apple juice concentrate, organic banana puree, organic orange juice concentrate, organic mango puree, organic natural flavor, beta carotene (pro vitamin a).",Unknown
Maximizer Coffee Pods,$16.99,10 servings per container,1 pod (13 g),5,"arabica coffee*, xylooligosaccharides prebiotic (preticx), slippery elm bark and chromium picolinate (chromax)",Unknown
Yuzu sparking water (can),$2.49,12 fl oz,12 fl oz (355 ml),0,"carbonated water, yuzu juice, lemon juice, natural ginger extract.",Unknown
Mango sparkling water (can),$2.49,12 fl oz,12 fl oz (355 ml),20,"carbonated water, alphonso mango puree, citric acid",Unknown
Condensed Milk Cold Brew Coffee,$4.49,7.5 fl oz,1 can,100," Cold Brew Coffee (Water, Robusta Coffee Beans), Sweetened Condensed Milk (Milk, Organic Sugar), Gum Acacia, Calcium Carbonate, Natural Flavor, Gellan Gum.",Milk and Dairy
LEMON LIME SOFT DRINK,$1.49,Unknown,12 fl oz (355 ml),0,"carbonated water, citric acid, malic acid, ascorbic acid, sodium citrate, stevia leaf extract, natural lemon & lemon lime flavorings.",Unknown
Ground House Blend,$10.99,10.5 oz,Unknown,Unknown,Coffee,Unknown
Nizza Ground Coffee,$14.99,12 oz,Unknown,Unknown,Coffee,Unknown
Nizza Whole Bean Coffee,$30.99,24 oz,Unknown,Unknown,Coffee,Unknown
Classic Black Cold Brew Coffee,$4.49,7.5 fl oz,1 can,10," Cold Brew Coffee (Water, Robusta Coffee Beans), Natural Flavor†.",Unknown
Organic Moroccan Orange Blossom Green Tea,$9.49,1.32 oz,Unknown,Unknown,"organic green tea, organic orange blossom",Unknown
Organic Moroccan Lemon Verbena Herbal Tea,$9.49,1.6 oz,Unknown,Unknown,organic lemon verbena,Unknown
Organic Pure Lime Juice,$10.29,32 fl oz,1 tsp (5 ml),0,Ingredient: Organic Lime Juice.,Unknown
Orangeade 6pk,$6.29,6 servings per container,12 fl oz (355 ml),20,"green orangeade flavored sparkling beverage., ingredients: carbonated water, 10% orange juice (from concentrated juice), citric acid, malic acid, ascorbic acid, stevia leaf extract sweetener, natural orange flavorings, locust bean gum, gum arabic, beta-carotene (color).",Unknown
Organic Blood Orange Sparkling Hibiscus Water,$3.49,12 fl oz,1 can (355 ml),15," Carbonated Water, Organic Orange Juice, Organic Blood Orange Juice, Organic Hibiscus Flower, Salt",Unknown
Thai Tea Almond Latte,$3.59,11 fl oz,11 fl oz (325 ml),130,"Almond Milk* (Water, Almonds*), Dates*, Annatto Extract*, Black Tea*, Himalayan Pink Salt, Vanilla Extract*, Tamarind Paste*, Orange Extract*, Spice Extracts* (Star Anise*, Cardamom*, Cinnamon*), Monkfruit*",Tree Nuts
- Hibiscus Unsweetened,$2.69,16 fl oz,1 bottle,60," Organic Brewed Herbal Tea (Filtered Water, Organic Hibiscus*, Organic Blackberry Leaves), Organic Agave Syrup*, Organic Blackberry Juice Concentrate, Natural Flavor., Nine.",Unknown
Blue Spriulina SuperAde®,$4.97,14.9 fl oz,1 bottle (440 ml),50,"Never from Concentrate  Reverse Osmosis Water*, Organic Lemon Juice, Organic Maple Syrup, Blue Spirulina (120mg), Himalayan Pink Salt.",Unknown
Matcha Tea,$19.99,Unknown,Unknown,Unknown,Organic Japanese Matcha Powder Stone-ground from Premium Japanese Tencha Leaves,Unknown
RYL TEA 16OZ - BLACK RASPBERRY,$2.29,Unknown,1 can,0,"tea (water, tea), tea extract, natural flavors, ryl™ sweetener (monk fruit extract, stevia leaf extract), amino acid (l-theanine), ascorbic acid, citric acid",Unknown
Chlorophyll Aloe SuperAde®,$4.97,14.9 fl oz,1 bottle (440 ml),30,"Never from Concentrate  Reverse Osmosis Water*, Organic Aloe Vera Juice, Organic Lemon Juice, Organic Maple Syrup, Liquid Chlorophyll, Himalayan Pink Salt.",Unknown
- Green Unsweetened,$2.69,16 fl oz,1 bottle,0," Organic Brewed Tea (Filtered Water, Organic Green Tea Leaves*), Citric Acid, Ascorbic Acid (To Protect Taste).",Unknown
RYL TEA 16OZ - BLACK PEACH,$2.29,Unknown,1 can,0,"tea (water, tea), tea extract, natural flavors, ryl™ sweetener (monk fruit extract, stevia leaf extract), amino acid (l-theanine), ascorbic acid, citric acid",Unknown
Organic Moroccan Mint Green Tea,$2.69,16 fl oz,1 bottle,35," Organic Brewed Tea (Filtered Water, Fair Trade Certified Organic Green Tea Leaves, Organic Peppermint Leaves, Organic Spearmint Leaves), Fair Trade Certified Organic Honey, Organic Citric Acid.",Unknown
SUPER SHAKE,$5.79,12 fl oz,1 bottle (355 ml),340,"cashewmilk (filtered water, cashews*), cane sugar*, protein blend* (rice*, pea*, chickpea*), coconut cream*, natural flavors*, acacia*, chia seeds*, flaxseeds*, vitamin & mineral blend, vanilla extract*, sea salt., vitamin & mineral blend: calcium phosphate, ascorbic acid (vit c), dl-alpha tocopheryl acetate (vit e), potassium iodide (iodine), palmitate (vit a), ergocalciferol (vit d2), phytonadione (vit k), calcium pantothenate (pantothenic acid), sodium molybdate (molybdenum), chromium chloride (chromium), biotin, niacinamide (niacin), cyanocobalamin (vit b12), pyridoxine hydrochloride (vit b6), riboflavin (vit b2).",Tree Nuts
SUPER SHAKE,$5.79,12 fl oz,1 bottle (355 ml),320,"cashewmilk (filtered water, cashews*), cane sugar*, protein blend* (rice*, pea*, chickenpea*), coconut cream*, natural flavor*, cocoa powder* (alkalized) chia seeds*, flaxseeds*, vitamin & mineral blend, acacia*, sea salt., vitamin & mineral blend: calcium phosphate, ascorbic acid (vit c), dl-alpha tocopheryl acetate (vit e), potassium iodide (iodine), palmitate (vit a), ergocalciferol (vit d2), phytothenate (pantotheric acid), sodium molybdate (molybdenum), chromium chloride (chromium), biotin, niacinamide (niacin), cyanocobalamin (vit b12), pyridoxine hydrochloride (vit b6), riboflavin (vit b2).",Tree Nuts
Earl Greyer Tea,$12.79,2.8 oz,Unknown,Unknown,Black Tea and Natural Bergamot Oil,Unknown
Thai Tea Concentrate Original,$7.79,32 fl oz,Unknown,Unknown," Brewed Tea (Water, Black Tea, Organic Pandan Leaf), Organic Cane Sugar, Organic Caramel Syrup, Pure Cocoa Powder, Organic Vanilla Flavor With Other Natural Flavors, Beta-carotene (For Color), Ascorbic Acid.",Unknown
Asian Jasmine White Tea,$15.79,2.8 oz,Unknown,Unknown,"100% White Tea, and Natural Jasmine Flavor",Unknown
Vanilla Cold Brew Oat Milk Latte + Collagen,$3.99,8 fl oz,1 can (237 ml),100," Oat Milk* (Water, Oats*), Cold Brew Coffee*, Dates*, Coconut MCT Oil*, Marine Collagen Peptides, Organic Natural Flavors*, Himalayan Pink Salt, Gum Acacia*, Rosemary Extract*, Baking Soda (Natural Acidity Regulator).",Tree Nuts
Cold Pressed Organic Defense Up Multipack,$19.99,66 fl oz,1 bottle (325 ml),170," Organic Juices (Organic, Apple, Mango Puree, Pineapple, Acerola Cherry Puree, Lemon).",Unknown
- Pineapple Coconut Water,$5.49,33.8 fl oz,8 fl oz (240 ml),60,"coconut wat, pineapple puree, coconut puree, vitamin c (ascorbic acid).",Tree Nuts
Organic Pure Pineapple Juice,$10.49,32 fl oz,8 fl oz (240 ml),130,ingredient: organic pineapple juice,Unknown
Coffee Drip Medium Roast Ground,$13.99,8.8 oz,Unknown,Unknown,Ingredient: 100% Arabica Coffee.,Unknown
Real Coconut Water,$3.99,9.5 fl oz,1.25 cup (280 ml),45," Coconut Water, Coconut Essence, Less Than % Fruit Sugar.",Tree Nuts
Lime Juice,$10.29,32 fl oz,1 tsp (5 ml),0,Ingredient: Organic Lime Juice.,Unknown
Real Coconut Water,$3.99,9.5 fl oz,1.25 cup (280 ml),45," Coconut Water, Coconut Essence, Less Than % Fruit Sugar.",Tree Nuts
Farmers Organic Coconut Water,$3.99,2 servings per container,8 fl oz (240 ml),45," Organic Coconut Water, Organic Sugar, Vitamin C (Ascorbic Acid).",Tree Nuts
Coffee Drip Medium Roast Ground,$13.99,8.8 oz,Unknown,Unknown,Ingredient: 100% Arabica Coffee.,Unknown
Mocha Cold Brew Oat Milk Latte,$3.99,8 fl oz,1 can (237 ml),100," Oat Milk* (Water, Oats*), Cold Brew Coffee*, Dates*, Coconut MCT Oil*, Cacao*, Cacao Extract, Himalayan Pink Salt, Gum Acacia*, Ashwagandha*, Maca*, Rosemary Extract*, Baking Soda (Natural Acidity Regulator).",Tree Nuts
Lime Juice,$10.29,32 fl oz,1 tsp (5 ml),0,Ingredient: Organic Lime Juice.,Unknown
Orange Sunrise Organic Cold-Pressed Juice,$7.99,16 fl oz,16 fl oz (473 ml),230,"Organic Orange Juice, Organic Cranberry Juice, Organic Pomegranate Juice",Unknown
Spring Water,,Unknown,Unknown,Unknown,Unknown,Unknown
Organic Cardamom Clove Simple Syrup,$12.49,8 fl oz,0.5 oz (15 ml),45," Organic Sugar, Filtered Water, Organic Cardamom, Organic Clove",Unknown
Organic Raspberry Simple Syrup,$12.49,8 fl oz,0.5 oz (15 ml),40," Filtered Water, Organic Sugar, Organic Raspberries",Unknown
- Lemon Lime,$8.79,9 fl oz bottles,1 bottle,30," Carbonated Water, Meyer Lemon Juice and Lime Juice, Natural Flavors, Sea Salt, Agave Syrup.",Unknown
Synergy - Gingerade Raw,$4.49,16 fl oz,1 bottle,50," Gt's Kombucha*▲, and Fresh Pressed Ginger Juice*.",Unknown
Organic Ginger Pure Boost 12 Count,$39.99,24 fl oz,1 bottle (59 ml),25," Organic Red Apple Juice, Organic Ginger Root Juice, Organic Lemon Juice, Organic Cayenne Pepper",Unknown
Black Tea,$6.99,4.41 oz,Unknown,Unknown, Black Tea,Unknown
English Breakfast Tea,$8.79,4.41 oz,Unknown,Unknown, Black Tea (100%),Unknown
Organic Energy + Focus Energy Shot,$3.99,2 fl oz,1 bottle (59 ml),25," Organic Blueberry Juice, Organic Ginger Root Juice, Organic Lemon Juice, Organic Turmeric Root Juice, Organic Green Tea Extract, Organic Ashwagandha Root Extract, Organic Lion's Mane Mushroom Extract, Organic American Ginseng Extract",Unknown
Organic Blueberry Acai,$2.49,18 fl oz,8 fl oz (240 ml),20,"Filtered Water, Organic Coconut Water from Concentrate [Water Sufficient To Reconstitute, Organic Coconut Water Concentrate], Organic Erythritol, Organic Cane Sugar, Organic Fruit & Vegetable Juice For Color, Organic Natural Flavors, Citric Acid, L-malic Acid, Sea Salt, Ascorbic Acid [Vitamin C], Potassium Citrate, Organic Stevia Leaf Extract, D-calcium Pantothenate [Vitamin B-5], D-alpha-tocopheryl Acetate [Vitamin E], Retinyl Palmitate [Vitamin A], Pyridoxine Hydrochloride [Vitamin B-6], Cyanocobalamin [Vitamin B-12].",Tree Nuts
Organic Peach Passionfruit Kombucha,$2.49,16 fl oz,16 fl oz (473 ml),80," Organic Kombucha (Filtered Water, Organic Kombucha Culture, Organic Cane Sugar*, Organic Black Tea*, Organic Green Tea*), Organic Peach Juice Concentrate, Organic Passion Fruit Juice, Organic Lemon Purée, Organic Natural Flavors.",Unknown
GT's Living Foods Synergy Organic Watermelon Wonder Raw Kombucha,$4.49,16 fl oz,1 bottle,70," Gt's Kombucha* (Kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Fresh Pressed Watermelon Juice*, Cherry Juice*, Fresh Pressed Lime Juice*, and 100% Pure Love!!!",Unknown
Organic Georgia Peach,$2.49,18 fl oz,Unknown,Unknown," Filtered Water, Organic Coconut Water from Concentrate (Water Sufficient To Reconstitute, Organic Coconut Water Concentrate), Organic Erythritol, Organic Cane Sugar, Organic Natural Flavors, Citric Acid, Sea Salt, Beta Carotene For Color, Ascorbic Acid (Vitamin C), Potassium Citrate, L-malic Acid, Organic Stevia Leaf Extract, D-calcium Pantothenate Vitamin B-5), D-alpha-tocopheryl Acetate (Vitamin E), Retinyl Palmitate (Vitamin A), Pyridoxine Hydrochloride (Vitamin B-6)., Cyanocobalamin (Vitamin B-12).",Tree Nuts
Creamy Chocolate Fudge Protein Shake,$3.39,11 fl oz,1 carton,250," Orgain Organic Protein Blend (Organic Brown Rice Protein, Organic Pea Protein, Organic Chia Seed), Organic Creamer Base (Organic Acacia Gum, Organic High Oleic Sunflower Oil, Organic Inulin, Organic Rice Dextrins, Organic Rice Bran Extract, Organic Rosemary Extract), Organic Rice Dextrins, Organic Erythritol, Organic Cocoa, Organic Natural Flavor, Organic Sprout Blend (Organic Sprouted Amaranth, Organic Sprouted Quinoa, Organic Sprouted Millet, Organic Sprouted Buckwheat, Organic Sprouted Garbanzo Bean, Organic Sprouted Flax Seed, Organic Sprouted Sunflower Seed, Organic Sprouted Pumpkin Seed, Organic Sprouted Chia, Organic Sprouted Sesame, Organic Sprouted Lentil & Organic Sprouted Adzuki), Organic Greens Blend (Organic Barley Grass, Organic Wheat Grass, Organic Oat Grass, Organic Alfalfa Grass), Organic Acacia Gum, Organic Guar Gum, Xanthan Gum, Organic Amla Fruit (Vitamin C), Organic Stevia, Organic Food Based B Vitamin Blend (Organic Guava, Organic Lemon Extract, Organic Holy Basil), Orgain Organic Veggie Blend (Organic Spinach, Organic Kale, Organic Beets, Organic Tomatoes, Organic Carrots), Orgain Organic Fruit Blend (Organic Raspberry, Organic Blueberry, Organic Acai, Organic Banana, Organic Apple), Natural Flavor","Wheat, Sesame Seed, Milk and Dairy"
Raspberry Prebiotic Herbal Tea,$2.99,12 fl oz,12 fl oz (355 ml),25," Brewed Herbal Tea Blend (Water, Lemon Verbena, Lemon Balm, Lemon Grass, Chamomile, White Basil, Mint), Apple Juice Concentrate, Chicory Root Inulin, Raspberry Natural Flavor, Citric Acid, Ascorbic Acid (Vitamin C), Stevia Leaf Extract, Monk Fruit Extract, Natural Flavor, Fruit and Vegetable Juice (For Color).",Unknown
Organic Strawberry Lemonade Energy Drink,$3.29,16 fl oz,8 fl oz (240 ml),20," *Brewed Tea (Purified Carbonated Water, *Green Tea, *Tulsi) *Strawberry Puree, *Lemon Juice, *Erythritol, Natural Flavors, *Coconut Water., *Lime Juice, *Green Tea Extract, Vit B12 (Vegan)",Tree Nuts
Passion Fruit Prebiotic Herbal Tea,$2.99,12 fl oz,12 fl oz (355 ml),30," Brewed Herbal Tea Blend (Water, Lemon Verbena, Lemon Balm, Lemon Grass, Chamomile, White Basil, Mint), Apple Juice Concentrate, Chicory Root Inulin, Passion Fruit Concentrate, Citric Acid, Natural Flavor, Ascorbic Acid (Vitamin C), Stevia Leaf Extract, Fruit and Vegetable Juice (For Color), Monk Fruit Extract.",Unknown
Organic Synergy Elderberry Juniper Kombucha,$4.49,16 fl oz,1 bottle,50," Gt's Kombucha* (Kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Elderberry Juice*, Juniper Berry*, and 100% Pure Love!!!",Unknown
Vitaminwater Zero Sugar Squeezed Lemonade Nutrient Enhanced Water Beverage,$8.99,16.9 fl oz,1 bottle,0," Reverse Osmosis Water, Less Than 0.5% of: Electrolytes (Calcium and Magnesium Lactates and Calcium and Potassium Phosphates), Citric Acid, Natural Flavors, Vitamins A, C, E, B5, and B6 (Retinyl Palmitate, Ascorbic Acid, Alpha-tocopheryl Acetate, Niacinamide, Calcium Pantothenate, Pyridoxine Hydrochloride, Biotin), Phosphoric Acid, Stevia Leaf Extract, Monk Fruit Extract, Zinc Gluconate, Sodium Selenate.",Unknown
SYNERGY KOMBUCHA ORGANIC,$4.49,16 fl oz,1 bottle,50," Gt's Kombucha*, (Kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Fresh Pressed Blood Orange Juice*, Hibiscus*, and 100% Pure Love!!!",Unknown
Organic Strawberry Peach Mint Kombucha,$2.49,16 fl oz,16 fl oz (473 ml),70," Organic Kombucha (Filtered Water, Organic Kombucha Culture, Organic Cane Sugar*, Organic Black Tea*), Organic Strawberry Puree, Organic Peach Juice Concentrate, Organic Natural Flavor, Organic Spearmint Extract.",Unknown
GT's Living Foods Synergy Organic & Raw Mystic Mango Kombucha,$4.49,16 fl oz,1 bottle,60," Gt's Kombucha* (Kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Mango Puree*, and 100% Pure Love.",Unknown
- Wellness Rescue Shot,$3.99,2 fl oz,1 bottle (59 ml),25," Organic Orange Juice Organic Lemon Juice, Organic Ginger Root Juice, Organic Elderberry Juice Concentrate, Organic Oil of Oregano Extract, Organic Aloe Barbadensis Leaf Juice, Organic Cayenne Pepper",Unknown
- Immunity Boost Shot,$3.99,2 fl oz,1 bottle (59 ml),20," Organic Pineapple Juice, Organic Ginger Root, Organic Turmeric Root Juice, Organic Lemon Juice, Organic Echinacea Juice, Organic Ground Black Pepper.",Unknown
GT's Living Foods Synergy Organic Trilogy Kombucha,$4.49,16 fl oz,1 bottle,50," Gt's Kombucha*^, Raspberry Juice*, Lemon Juice*, and Fresh Pressed Ginger Juice*.",Unknown
- Immunity Boost Elderberry Shot,$3.99,2 fl oz,1 bottle (59 ml),25," Organic Pomegranate Juice, Organic Ginger Root Juice, Water, Organic Turmeric Root Juice, Organic Lemon Juice, Organic Elderberry Juice Concentrate, Organic Ground Black Pepper",Unknown
Cucumber Watermelon water,$2.49,18 fl oz,Unknown,Unknown," Filtered Water, Organic Coconut Water from Concentrate (Water Sufficient To Reconstitute, Organic Coconut Water Concentrate), Organic Erythritol, Organic Cane Sugar, Organic Natural Flavors, Organic Fruit & Vegetable Juice For Color, Sea Salt, L-malic Acid, Ascorbic Acid (Vitamin C), Potassium Citrate, Citric Acid, Organic Stevia Leaf Extract, D-calcium Pantothenate (Vitamin B-5), D-alpha-tocopheryl Acetate (Vitamin E), Retinyl Palmitate (Vitamin A), Pyridoxine Hydrochloride (Vitamin B-6), Cyanocobalamin (Vitamin B-12).",Tree Nuts
